id,class,set
enrique_granados__dante_op21segment5,20th century traditional open view,test
joseph_haydn__the_creationsegment171,Baroque Classical symbolism,train
bruno_maderna_composizione_no1_19481949segment3,20th century abstractionism,validation
philip_glass_the_philip_glass_ensemble__music_in_twelve_parts_cd2_full_albumsegment47,20th century abstractionism,train
manowar_greatest_hitssegment34,Heavy metal,train
i_n_c_u_b_u_s_greatest_hits_full_album__best_songs_of_i_n_c_u_b_u_s_playlist_2021segment66,Modern instrumental music,test
bach__complete_flute_sonatas__emmanuel_pahud__trevor_pinnocksegment8,Baroque Classical secular subject,train
mussorgsky__boris_godunov_1869__presentation_talvela__reference_recording__jerzy_semkowsegment192,Romanticism open view,train
il_meglio_del_quartetto_cetra_full_albumsegment57,European traditional folklore,test
musiques_de_la_toundra_et_de_la_taigasegment115,European traditional folklore,train
led_zeppelin__mothership_full_album_2007_remaster__led_zeppelin__greatest_hitssegment81,Modern instrumental music,validation
boards_of_can_ada__mu_sic_has_the_right_to_chil_dren_full_albumsegment32,Electronic music,train
n_i_g_h_t_w_i_s_h_greatest_hits_full_album__best_songs_of_n_i_g_h_t_w_i_s_h_playlist_2021segment74,Heavy metal,train
messiaen__quartet_for_the_end_of_time_themes_and_variationssegment48,20th century experimental figure,validation
brian_eno__lux_stretched_high_qualitysegment110,Electronic music,train
gems_of_the_renaissance_musicsegment67,Renaissance secular subject,train
monges_de_santo_domingo_de_silos_canto_gregorianosegment21,Renaissance symbolism,train
chopin_etudes_op10_and_op25_fialkowskasegment20,Romanticism figure,validation
claude_debussy__pelleas_et_melisande_with_scoresegment16,20th century traditional open view,train
prokofiev_violin_concerto_no_1_in_d_major_op_19_fischersegment3,20th century traditional open view,train
tchaikovsky__piano_trio__kogan__rostropovich__gilelssegment64,Romanticism figure,train
booster_unpublished__tangerine_dreamsegment156,Electronic music,train
dvorak_string_quartet_12_americansegment35,20th century traditional figure,train
best_of_metallica__metallica_greatest_hits_full_albumsegment282,Heavy metal,test
tool__lateralus_full_album_hqsegment126,Heavy metal,train
the_best_of_tallissegment47,Renaissance symbolism,train
john_dunstable_c13901453__musician_to_the_plantagenetssegment135,Renaissance symbolism,train
strauss_ii___waltzes_polkas__operettas__classical_music_collectionsegment75,20th century traditional figure,train
byrd_bull_morley_etc__english_virginalists_zuzana_ruzickovasegment45,Renaissance secular subject,train
beethoven__missa_solemnis__new_mastering__p_centurys_recording_herbert_von_karajan_1975segment112,Baroque Classical symbolism,train
grieg_complete_lyrical_piecessegment304,20th century traditional figure,train
1_hour_of_the_best_instrumental_opera_music__by_gaetano_donizettisegment80,Romanticism open view,train
garth_brooks_greatest_hits_full_album_best_songs_of_garth_brooks_hqsegment97,Modern instrumental music,validation
bach_the_welltempered_clavier_book_1_harpsichord_pierre_hantaisegment120,Baroque Classical secular subject,validation
the_beautiful_folk_music_of_england_segment34,European traditional folklore,validation
mozart__piano_concerto_no_23_in_a_major_k_488_murray_perahiasegment22,Baroque Classical secular subject,train
chopin_etudes_op10_and_op25_fialkowskasegment8,Romanticism figure,train
the_best_song_of_richard_wagner___richard_wagne_top_hit_collectionsegment50,Romanticism open view,train
the_best_of_muzio_clementisegment101,Baroque Classical secular subject,train
boards_of_can_ada__mu_sic_has_the_right_to_chil_dren_full_albumsegment11,Electronic music,train
music_from_hungary__csango_songssegment20,European traditional folklore,validation
anime_opening_music_mix__anime_updating_2023__anime_opening_compilation_2023segment90,Asian traditional folklore,train
appalachian_springsegment3,20th century traditional open view,train
floating_points__elaenia_vinyl_lpsegment63,Electronic music,train
motets_of_the_venetian_school_xvi_centurysegment3,Renaissance symbolism,train
machaut__messe_de_notre_dame_ensemble_organumsegment104,Renaissance symbolism,train
stockhausen__klavierstucke_i__x_audio__scoresegment155,20th century abstractionism,train
the_inca_harp_laments_and_dances_of_the_tawantinsuyu_the_inca_empire_lyrichord_1980_llst_7359segment40,American traditional folklore,train
dance_hits_90ssegment88,Electronic music,validation
sibelius__finlandia_karelia_suite_valse_triste___presentat_cent_rec__sir_john_barbirollisegment12,20th century traditional open view,test
cafe_cubano_official_putumayo_versionsegment112,Modern instrumental music,train
guai_ai_gelidi_mostri_arr_of_texts_by_m_cacciari__part_ii_segment3,20th century abstractionism,train
relaxing_music_spirit_of_american_indians_native_american_indian_music_native_flute_musicsegment100,American traditional folklore,train
traditional_music_of_japan_from_the_origins_to_the_16th_centurysegment52,Asian traditional folklore,train
satie_piano_music_full_albumsegment229,20th century traditional figure,train
ligeti_string_quartetssegment66,20th century abstractionism,validation
darius_milhaud_quartet_for_flute_oboe_clarinet_and_piano_with_scoresegment6,20th century experimental figure,train
_tunisian_folk_musicsegment96,African traditional folklore,train
helloween__keeper_of_the_seven_keys_part_1_1987_full_album_with_bonus_trackssegment109,Heavy metal,test
century_xii_medieval_sacred_songssegment114,Renaissance symbolism,train
js_bach_brandenburg_concertos__1__6_claudio_abbadosegment136,Baroque Classical secular subject,validation
best_songs_of_beyonce__beyonce_playlist_2021segment72,Electronic music,train
century_xii_medieval_sacred_songssegment34,Renaissance symbolism,train
telemann__brockes_passion__passion_oratorio_completesegment59,Baroque Classical symbolism,train
imagine_dragons_playlistsegment112,Electronic music,train
music_from_bali__the_gamelan_orchestrasegment8,Asian traditional folklore,test
the_best_of_verdi_150_minutes_of_classical_music__hq_recordingsegment289,20th century traditional open view,train
best_of_metallica__metallica_greatest_hits_full_albumsegment62,Heavy metal,train
tchaikovsky_string_quartetssegment108,Romanticism figure,train
traditional_buddhist_musicsegment51,Asian traditional folklore,train
cuban_instrumental_music_salsa__latin_music__cuba_folk_music__traditional_musicsegment50,Modern instrumental music,train
philip_glass__dance_nos_15__hqsegment80,Electronic music,train
a_vivaldi_concerti_con_molti_strumenti_europa_galante__f_biondisegment161,Baroque Classical secular subject,train
limp_bizkit_top_greatest_hits_playlist_full_album__limp_bizkit_songssegment78,Heavy metal,validation
ali_toure_farka__vol_1segment24,African traditional folklore,validation
mozart__requiem_in_d_minor_completefull_hdsegment26,Baroque Classical symbolism,validation
best_old_school_breakbeat_albums_1997_part_1_big_beat_mixsegment81,Electronic music,train
claude_debussy__pelleas_et_melisande_with_scoresegment258,20th century traditional open view,train
gems_of_the_renaissance_musicsegment57,Renaissance secular subject,validation
messiaen_catalogue_doiseauxsegment81,20th century experimental figure,test
balakirev__islameysegment15,20th century traditional figure,train
mahavishnu_orchestra__the_inner_mounting_flame_1971__full_album_segment17,Modern instrumental music,validation
blacksabbath_greatest_hits_full_album__best_songs_of_blacksabbath_playlist_2021segment108,Heavy metal,train
childrens_songs_from_the_world_south_of_indiasegment15,Asian traditional folklore,test
foofighters_greatest_hits_full_album_2022__foofighters_best_songs_collection__rock_songs_playlistsegment193,Modern instrumental music,train
rachmaninoff_preludes_complete_full_album_played_by_lukas_geniusassegment80,20th century traditional figure,validation
african_folk_music_instrumental__marimba_kalimba__drumssegment1,African traditional folklore,train
giovanni_gabrieli_15571612_sacrae_symphoniae__canzoni_for_double_choir__brasssegment51,Renaissance symbolism,train
giardino_religiososegment4,20th century abstractionism,train
yann_tiersen_greatest_hits_collection__best_song_of_yann_tiersen__best_piano_instrumental_musicsegment126,20th century traditional figure,train
one_hour_of_scottish_musicsegment25,European traditional folklore,train
schoenberg_variations_op_31segment15,20th century experimental open view,train
yann_tiersen_greatest_hits_collection__best_song_of_yann_tiersen__best_piano_instrumental_musicsegment87,20th century traditional figure,train
liszt__12_etudes_dexecution_transcendante_claudio_arrausegment72,Romanticism figure,train
visor_fran_gotland__fieldrecordings_from_swedensegment24,European traditional folklore,train
dmitri_shostakovich__cello_sonata_op_40_1934segment28,20th century traditional figure,validation
slipknot__greatest_hitssegment368,Heavy metal,train
maurice_ravel__piano_concerto_in_g_majorsegment7,20th century traditional open view,train
cannibal_corpse__chaos_horrific_full_albumsegment35,Heavy metal,test
queens_of_the_stone_age__songs_for_the_deaf_full_albumsegment6,Modern instrumental music,test
the_best_of_verdi_150_minutes_of_classical_music__hq_recordingsegment271,20th century traditional open view,train
polvo__exploded_drawing_1996_full_albumsegment112,Modern instrumental music,validation
bach__partitas_nos_123456_bwv_825830__remastered_centurys_recording_glenn_gouldsegment190,Baroque Classical secular subject,train
monges_de_santo_domingo_de_silos_canto_gregorianosegment140,Renaissance symbolism,train
chopin_4_ballades_zimermansegment71,Romanticism figure,train
grup_yorum__en_sevilen_sarklar_gelmis_gecmis_tum_turkuler_karsk_ibrahim_gokcek_ansnasegment207,Asian traditional folklore,train
johannes_brahms__woo_1_21_hungarian_dances_piano_4_hands_katsaris_merciersegment7,Romanticism figure,train
relaxing_music_spirit_of_american_indians_native_american_indian_music_native_flute_musicsegment142,American traditional folklore,train
handel__messiah__by_london_philharmonic_complete_concertofullsegment212,Baroque Classical symbolism,test
bach__partitas_nos_123456_bwv_825830__remastered_centurys_recording_glenn_gouldsegment76,Baroque Classical secular subject,train
acdc_greatest_hits_full_album_2021__top_20_best_songs_of_acdcsegment46,Modern instrumental music,train
john_dowland__2_hours_with_the_best_lute_classical_music_hqsegment201,Renaissance secular subject,train
handel_9_suitessegment172,Baroque Classical secular subject,train
salvatore_sciarrino_la_perfezione_di_uno_spirito_sottile_1985segment47,20th century abstractionism,validation
Jean_Michel_Jarre__The_Best_Hit_Collections_Disc_12_full_albumsegment22,Electronic music,test
bach__the_art_of_fugue_bwv_1080_complete_on_organsegment35,Baroque Classical secular subject,test
cpebach_magnificat_in_d_major_wq_215_h772segment58,Baroque Classical symbolism,test
carl_cox__fact_cd2segment133,Electronic music,test
alban_berg__violin_concerto_1935segment41,20th century experimental open view,train
relaxing_music_spirit_of_american_indians_native_american_indian_music_native_flute_musicsegment56,American traditional folklore,train
johannes_ockeghem_c14101497_masses_motets__chansonssegment49,Renaissance symbolism,train
amaral__hacia_lo_salvaje_24_track_delux_edition___disco_completosegment87,Electronic music,train
last_man_standing___jerry_lee_lewis_complete_album_2006segment93,Modern instrumental music,train
eminem_best_rap_music_playlist_2023_eminem_greatest_hits_full_album_2023_all_songssegment97,Electronic music,train
pink__greatest_hits_2023__top_songs_of_the_weeks_2023__best_song_playlist_full_albumsegment130,Electronic music,train
the_chicago_klezmer_ensemble__sweet_home_bukovina_full_albumsegment20,Asian traditional folklore,train
traditional_african_music_folk_music_instrumental_for_relaxing_studying__ambiencesegment275,African traditional folklore,train
