id,class,set
ivanaivazovskydejectionofnoahfrommountainararat1889,Romanticism open view,validation
georgiaokeefee101,20th century experimental open view,train
d1c1c91a1cad9947ec3f5025f65fb113c,Heavy metal,validation
rembrandt136,Baroque Classical secular subject,train
alfredwallis6,European traditional folklore,train
paulgauguin114,20th century traditional figure,train
konstantinvasilyev35,Heavy metal,train
fridakahlo17,Modern instrumental music,train
hieronymusbosch100,Renaissance symbolism,train
jacopopontormo15,Renaissance secular subject,test
vieiraportuense3,Baroque Classical symbolism,train
edgardegas63,Romanticism figure,train
53075as,Asian traditional folklore,validation
duccio86,Renaissance symbolism,train
raullozza11,20th century abstractionism,train
rembrandt124,Baroque Classical secular subject,train
mikalojusciurlionisdelugeiv19041,20th century experimental open view,train
thomashartbenton3,Modern instrumental music,train
marcchagall1,European traditional folklore,train
henrimatisse161,20th century experimental figure,train
amedeomodigliani84,20th century traditional figure,train
ancientegipt92,African traditional folklore,train
edgardegas594,Romanticism figure,train
giovannifattori1,European traditional folklore,train
franciscogoya20,Romanticism figure,train
remediosvaro12,American traditional folklore,train
twinsevenseven8,African traditional folklore,train
loscheggia1,Renaissance secular subject,test
rembrandt157,Baroque Classical symbolism,train
jeanmichelbasquiat59,Modern instrumental music,train
ancientegipt10,African traditional folklore,test
nicholasroerichsacredhimalayas19341,20th century traditional open view,train
jahardasgupta16,Asian traditional folklore,validation
walterbattiss30,African traditional folklore,test
salvadordali19,20th century abstractionism,train
jerrybywatersetal5,Modern instrumental music,test
titian107,Renaissance secular subject,validation
alfredsisley142,Romanticism open view,train
camillepissarro66,20th century traditional open view,train
pierreaugusterenoir226,20th century traditional figure,train
gustavklimt10,20th century traditional figure,train
runningbuffalo1918jpglarge,American traditional folklore,train
andreirublev59,Renaissance symbolism,train
beauforddelaney10,Modern instrumental music,train
andreadelsarto2,Renaissance secular subject,train
ff423d2375c1cab57ec6b3d0244fe7d0c,Electronic music,train
pierreaugusterenoir145,20th century traditional figure,train
marcchagall36,20th century experimental open view,test
samfrancisuntitledsfe046,20th century abstractionism,train
sergesudeikin13,European traditional folklore,train
wuguanzhongfishes1986,20th century abstractionism,train
alfredsisley199,Romanticism figure,test
andywarhol178,Electronic music,train
6f9ce8d2322fe12273601ee38f4c72acc,Heavy metal,train
fb9ddafd6a2ad4367d01a0b710495959c,Heavy metal,train
ivanrutkovych9,Baroque Classical symbolism,validation
pieterbruegel53,Renaissance secular subject,train
titian3,Renaissance symbolism,train
bfda12711dd15cd886574a661836c5f4c,Modern instrumental music,train
andywarhol103,Electronic music,train
duccio24,Renaissance symbolism,train
georgiaokeefee6,20th century experimental open view,train
francescoguardianarchitecturalcaprice,Baroque Classical secular subject,train
albrechtduerer326,Renaissance symbolism,train
sergesudeikin2,European traditional folklore,train
vincentvangogh316,Romanticism figure,train
pablopicasso175,20th century experimental figure,train
nikopirosmanispreenearthetwostoryhouseextantpartofapicture,European traditional folklore,train
henrirousseau3,20th century traditional open view,train
vincentvangogh245,Romanticism figure,train
xulsolar7,American traditional folklore,train
marcchagall47,European traditional folklore,train
gabrielmetsuayoungwomancomposingmusic,Baroque Classical secular subject,test
claudiocoello7,Baroque Classical symbolism,validation
andywarhol46,Electronic music,train
odilonredonthefallenangel,20th century experimental open view,train
akikurodafirstnighti1979,20th century abstractionism,train
robertmangoldplanefigureseriesddoublepanel1993,Electronic music,train
l_s_lowry9,European traditional folklore,test
giovannidamilano21,Renaissance symbolism,train
ivanrutkovych2,Baroque Classical symbolism,train
childehassamadamsandsthelensearlymorning,20th century experimental open view,train
pietmondrian28,20th century abstractionism,train
pablopicasso347,20th century traditional figure,train
sandrobotticelli111,Renaissance symbolism,validation
leonardodavinci57,Renaissance secular subject,train
richardhamilton25,Electronic music,test
brucenaumanperfectdoorperfectodorperfectrodo1972,Electronic music,train
johnconstable24,Romanticism open view,train
edvardmunch48,20th century experimental figure,validation
edgardegas241,Romanticism figure,train
ivanaivazovskytheshipwreck1884,Romanticism open view,train
pisanello4,Renaissance secular subject,test
paulklee140,20th century abstractionism,train
joegoodeenvironmentalimpact19811,20th century abstractionism,validation
cunoamiet34,20th century experimental open view,validation
janefrankwinterwindows1967,20th century abstractionism,train
camillepissarro17,20th century traditional open view,test
ivanaivazovskyitalianlandscape1858,Romanticism open view,train
bridgetriley13,Electronic music,train
d15a91f400863635064ba3d8b53f7654c,Heavy metal,test
vincentvangogh503,Romanticism open view,train
thehuntingpartyno31911jpglarge,American traditional folklore,train
cbc6a4302ba5b9dec00f00272e0a88ccc,Heavy metal,train
bartolomeestebanmurillothelittlefruitseller1675,Baroque Classical secular subject,train
francesmacdonald3,European traditional folklore,validation
kazimirmalevich101,20th century abstractionism,train
barringtonwatson24,African traditional folklore,train
pedrocoronel3,American traditional folklore,train
giovannibattistatiepolo79,Baroque Classical symbolism,train
konstantinvasilyev14,Heavy metal,train
carlosorozcoromero10,American traditional folklore,train
edgardegas377,Romanticism figure,train
camillepissarro45,20th century traditional open view,train
franciscogoya87,Romanticism figure,train
andreirublev22,Renaissance symbolism,train
caspardavidfriedrich113,Romanticism open view,train
vincentvangogh516,Romanticism figure,train
joanmitchelluntitled1953,20th century abstractionism,test
burhandogancaywoolmadonna1990,Electronic music,train
aztecart61,American traditional folklore,train
albrechtduerer237,Renaissance secular subject,train
jeanmichelbasquiat26,Modern instrumental music,train
vincentvangogh180,Romanticism open view,train
caravaggio32,Baroque Classical secular subject,train
hiroshige38,Asian traditional folklore,test
johnsingersargent32,20th century experimental open view,train
caspardavidfriedrich41,Romanticism open view,train
davidburliukwinterwalk1,European traditional folklore,train
bartolomeestebanmurillotheinfantjesusbetweenthevirginandstjoseph1,Baroque Classical symbolism,train
leonbakstmodel,20th century traditional figure,train
jeanmichelbasquiat78,Modern instrumental music,train
renemagritte131,20th century experimental figure,train
wifredolam10,American traditional folklore,train
mfhusain14,Asian traditional folklore,train
4c15637a6e7d9f7736427c3d7073e6f8c,Heavy metal,train
giuseppe_barberis1,European traditional folklore,train
katsushikahokusai44,Asian traditional folklore,train
yvesgaucheruntitled1981,Electronic music,train
duccio51,Renaissance symbolism,train
jeanmichelbasquiat58,Modern instrumental music,train
yveskleinuntitledbluemonochrome19561,Electronic music,train
franciscogoya129,Romanticism figure,train
zdzislawbeksinski25,Heavy metal,train
oyvindfahlstrom6,American traditional folklore,test
hieronymusbosch3,Renaissance symbolism,train
katsushikahokusai63,Asian traditional folklore,train
ernstludwigkirchnerportraitofawomaninawhitedress,20th century experimental figure,train
katsushikahokusaitanuki,Asian traditional folklore,test
katsushikahokusai59,Asian traditional folklore,test
michelangelo9_2,Renaissance symbolism,train
cf0e71f373978e8fa4e90badb1874096c,Electronic music,train
zdzislawbeksinski156,Heavy metal,validation
marcchagall131,European traditional folklore,train
posadaguitar1800x1800jpglarge,Heavy metal,train
92fde4dbf55899a675d942d4f9d288f0c,Heavy metal,train
armandoreveron11,American traditional folklore,train
thomasfaedetal1,European traditional folklore,train
hasegawatohakuetal11,Asian traditional folklore,train
mikhailvrubel119,20th century experimental figure,train
paulgauguin230,20th century traditional open view,train
oswaldovigas6,American traditional folklore,train
cunoamiet8,20th century experimental open view,validation
peterpaulrubens138,Baroque Classical symbolism,train
henrimatisse33,20th century traditional figure,train
pierreaugusterenoir158,20th century traditional figure,train
vincentvangogh756,Romanticism open view,train
leogausson17,20th century experimental open view,train
rembrandt108,Baroque Classical symbolism,train
franciscogoya80,Romanticism figure,train
paulgauguin264,20th century traditional open view,train
edgardegas695,Romanticism figure,train
vincentvangogh582,Romanticism figure,train
franciscodezurbaranfuneral,Baroque Classical symbolism,test
petersavilleetal19,Electronic music,train
norvalmorrisseau85,American traditional folklore,test
vincentvangogh527,Romanticism figure,train
romarebearden24,African traditional folklore,test
yveskleinuntitledbluemonochrome19601,Electronic music,train
pablopicasso224,20th century experimental figure,validation
andreirublev53,Renaissance symbolism,train
mauricequentindelatourportraitofalexandrejeanjosephlerichedelapouplinire,Baroque Classical secular subject,train
nicholasroerichdaughterofviking1918,20th century traditional open view,validation
c0333fc721d76dd6ab81bedb552d6decc,Heavy metal,test
barringtonwatson6,African traditional folklore,train
antoniodelpollaiolo3,Renaissance secular subject,train
sergesudeikin3,European traditional folklore,validation
paritoshsen20,Asian traditional folklore,train
46ddcc9f2dca039fe2f51d88d6bfbca7c,Heavy metal,train
buffalocoat1908jpglarge,American traditional folklore,train
gustaveloiseau23,20th century experimental open view,test
kentmonkman22,American traditional folklore,train
edgardegas546,Romanticism figure,train
leonardodavinci138,Renaissance secular subject,train
